1,32,33,'Received duplicate item','Processing','2016-07-03 11:05:50.460243','Return status is Processing because ofReceived duplicate item','2024-01-26 05:04:55.456402'
2,88,56,'Defective product','Completed','2021-11-26 23:20:31.973396','Return status is Completed because ofDefective product','2023-03-23 21:16:04.583985'
3,40,98,'Incorrect item received','Rejected','2022-10-11 21:56:47.128025','Return status is Rejected because ofIncorrect item received','2024-01-22 05:31:24.749635'
4,16,22,'Product not as described','Approved','2015-01-13 19:59:05.196263','Return status is Approved because ofProduct not as described','2017-01-05 03:29:15.116489'
5,31,36,'Item damaged during shipping','Rejected','2022-04-18 17:24:19.29678','Return status is Rejected because ofItem damaged during shipping','2023-08-11 20:37:59.402432'
6,2,29,'Product not as described','Approved','2014-07-14 14:04:06.05185','Return status is Approved because ofProduct not as described','2014-10-23 01:14:30.455323'
7,62,86,'Product not as described','Rejected','2016-06-22 17:55:25.374673','Return status is Rejected because ofProduct not as described','2019-08-02 20:02:28.790012'
8,39,29,'Other','Completed','2014-12-21 07:21:33.7327','Return status is Completed because ofOther','2015-08-26 22:11:56.499473'
9,90,61,'Item damaged during shipping','Processing','2015-10-01 06:50:04.926883','Return status is Processing because ofItem damaged during shipping','2021-03-19 15:05:24.323488'
10,36,28,'Product not as described','Rejected','2023-06-17 18:53:55.97776','Return status is Rejected because ofProduct not as described','2023-12-24 02:01:35.777092'
11,88,77,'Changed mind','Approved','2018-03-23 12:07:14.28943','Return status is Approved because ofChanged mind','2018-10-12 05:52:35.50147'
12,82,4,'Changed mind','Rejected','2019-10-07 17:15:56.654518','Return status is Rejected because ofChanged mind','2023-10-18 22:27:23.231993'
13,94,37,'Changed mind','Rejected','2018-04-09 16:44:17.511364','Return status is Rejected because ofChanged mind','2020-09-21 22:55:05.233277'
14,72,66,'Incorrect item received','Completed','2016-10-23 06:00:53.259461','Return status is Completed because ofIncorrect item received','2018-10-29 03:39:48.730582'
15,81,14,'Incorrect item received','Approved','2015-03-27 12:51:13.582784','Return status is Approved because ofIncorrect item received','2021-03-26 03:00:02.779599'
16,66,52,'Received duplicate item','Processing','2021-04-24 01:25:23.129328','Return status is Processing because ofReceived duplicate item','2021-05-22 09:44:10.95787'
17,34,75,'Changed mind','Processing','2021-04-11 02:43:08.7537','Return status is Processing because ofChanged mind','2021-09-16 01:57:48.239919'
18,80,71,'Received duplicate item','Processing','2016-08-18 01:58:39.336576','Return status is Processing because ofReceived duplicate item','2021-03-02 10:28:50.201232'
19,55,66,'Other','Approved','2022-04-02 23:15:23.353153','Return status is Approved because ofOther','2022-07-22 19:01:35.665227'
20,32,98,'Incorrect item received','Completed','2021-02-26 03:39:33.4815','Return status is Completed because ofIncorrect item received','2023-02-16 19:45:04.068332'
21,91,19,'Changed mind','Completed','2015-10-13 04:42:59.219673','Return status is Completed because ofChanged mind','2017-04-04 01:30:09.569005'
22,66,65,'Incorrect item received','Approved','2020-12-11 05:38:54.578852','Return status is Approved because ofIncorrect item received','2023-07-16 22:08:55.168866'
23,66,77,'Received duplicate item','Approved','2020-01-20 06:53:12.66923','Return status is Approved because ofReceived duplicate item','2023-03-31 04:44:00.043445'
24,89,62,'Item damaged during shipping','Rejected','2019-11-02 17:00:12.444513','Return status is Rejected because ofItem damaged during shipping','2019-12-09 04:19:55.002769'
25,14,95,'Incorrect item received','Rejected','2017-08-10 07:40:26.036931','Return status is Rejected because ofIncorrect item received','2021-04-22 01:11:50.383858'
26,61,36,'Received duplicate item','Processing','2023-06-25 03:10:39.816525','Return status is Processing because ofReceived duplicate item','2023-12-08 12:14:35.025844'
27,2,89,'Item damaged during shipping','Approved','2023-10-23 02:53:00.006384','Return status is Approved because ofItem damaged during shipping','2024-01-01 08:43:38.34768'
28,39,53,'Incorrect item received','Rejected','2019-05-13 17:29:29.745938','Return status is Rejected because ofIncorrect item received','2021-02-22 01:13:14.398565'
29,62,88,'Received duplicate item','Rejected','2021-07-07 15:18:19.626513','Return status is Rejected because ofReceived duplicate item','2021-11-22 08:55:37.781302'
30,31,81,'Product not as described','Approved','2021-03-12 17:38:36.240405','Return status is Approved because ofProduct not as described','2022-01-31 01:24:43.298533'
31,14,10,'Received duplicate item','Processing','2017-07-13 03:55:20.183937','Return status is Processing because ofReceived duplicate item','2021-06-28 09:32:27.159547'
32,11,21,'Size/fit issue','Rejected','2019-07-16 17:19:54.873118','Return status is Rejected because ofSize/fit issue','2019-11-28 19:50:28.036052'
33,3,32,'Changed mind','Rejected','2022-08-16 17:35:04.886739','Return status is Rejected because ofChanged mind','2023-08-01 23:33:54.285503'
34,81,51,'Size/fit issue','Rejected','2022-02-20 02:26:37.804685','Return status is Rejected because ofSize/fit issue','2022-09-14 21:04:37.280971'
35,79,89,'Size/fit issue','Processing','2019-11-12 19:56:28.297637','Return status is Processing because ofSize/fit issue','2023-08-31 23:03:14.183423'
36,30,57,'Size/fit issue','Completed','2024-01-22 12:01:49.012124','Return status is Completed because ofSize/fit issue','2024-02-02 14:26:33.333851'
37,43,27,'Item damaged during shipping','Approved','2017-07-27 13:07:27.384596','Return status is Approved because ofItem damaged during shipping','2018-11-28 16:51:15.587962'
38,83,16,'Product not as described','Completed','2014-11-26 16:27:32.412178','Return status is Completed because ofProduct not as described','2020-05-24 02:08:46.157063'
39,10,15,'Defective product','Completed','2016-09-29 12:33:18.215866','Return status is Completed because ofDefective product','2023-10-31 22:21:10.079185'
40,88,36,'Received duplicate item','Completed','2017-09-09 08:02:01.264148','Return status is Completed because ofReceived duplicate item','2022-01-27 14:18:12.79009'
41,2,52,'Item damaged during shipping','Completed','2016-01-11 07:42:00.25757','Return status is Completed because ofItem damaged during shipping','2020-06-13 09:26:04.506099'
42,30,4,'Item damaged during shipping','Approved','2019-01-23 15:31:25.387985','Return status is Approved because ofItem damaged during shipping','2023-05-13 14:08:48.724799'
43,17,48,'Item damaged during shipping','Completed','2020-03-24 20:23:14.930936','Return status is Completed because ofItem damaged during shipping','2022-12-26 16:34:02.43287'
44,61,82,'Product not as described','Approved','2015-02-07 05:01:41.759597','Return status is Approved because ofProduct not as described','2017-11-24 15:13:25.759695'
45,68,41,'Size/fit issue','Processing','2015-04-19 16:09:44.842656','Return status is Processing because ofSize/fit issue','2019-09-10 22:53:17.268297'
46,28,54,'Defective product','Rejected','2020-05-16 18:04:18.744534','Return status is Rejected because ofDefective product','2021-11-19 11:06:24.04798'
47,9,78,'Size/fit issue','Completed','2018-07-17 22:12:46.570334','Return status is Completed because ofSize/fit issue','2019-09-05 02:45:03.60255'
48,2,90,'Defective product','Processing','2024-01-20 21:40:27.132659','Return status is Processing because ofDefective product','2024-01-23 03:21:18.970284'
49,98,83,'Changed mind','Rejected','2021-11-19 19:37:20.574855','Return status is Rejected because ofChanged mind','2023-01-08 01:29:55.283957'
50,26,3,'Incorrect item received','Completed','2022-12-19 13:32:11.685647','Return status is Completed because ofIncorrect item received','2023-04-10 14:15:16.1605'
51,93,40,'Size/fit issue','Processing','2019-06-07 10:37:43.434357','Return status is Processing because ofSize/fit issue','2021-05-04 23:57:25.869947'
52,59,96,'Item damaged during shipping','Processing','2017-11-01 15:14:03.740162','Return status is Processing because ofItem damaged during shipping','2020-09-16 04:46:07.258716'
53,79,11,'Defective product','Completed','2023-04-14 23:42:54.415293','Return status is Completed because ofDefective product','2024-02-09 01:15:27.820457'
54,85,39,'Product not as described','Completed','2019-02-18 09:31:27.080918','Return status is Completed because ofProduct not as described','2021-09-15 16:16:23.477174'
55,22,39,'Received duplicate item','Processing','2017-07-19 17:25:42.670833','Return status is Processing because ofReceived duplicate item','2017-12-16 00:52:15.219287'
56,74,25,'Other','Processing','2018-05-03 08:52:03.308532','Return status is Processing because ofOther','2022-08-16 10:47:43.589212'
57,6,11,'Product not as described','Processing','2023-12-19 13:45:41.188845','Return status is Processing because ofProduct not as described','2024-02-10 13:14:31.842606'
58,30,63,'Incorrect item received','Processing','2014-03-20 21:45:45.267009','Return status is Processing because ofIncorrect item received','2023-07-11 19:53:12.042074'
59,37,5,'Product not as described','Completed','2021-09-26 07:59:29.910927','Return status is Completed because ofProduct not as described','2022-07-19 01:54:48.63683'
60,51,26,'Other','Completed','2023-05-11 03:51:58.100087','Return status is Completed because ofOther','2023-12-06 19:53:58.98104'
61,96,96,'Other','Completed','2016-10-06 03:42:38.797998','Return status is Completed because ofOther','2021-06-23 11:33:54.345581'
62,59,49,'Product not as described','Approved','2018-03-15 17:48:40.922846','Return status is Approved because ofProduct not as described','2018-12-17 21:02:35.112518'
63,64,20,'Defective product','Processing','2021-06-07 01:53:06.989678','Return status is Processing because ofDefective product','2022-08-04 21:30:18.141748'
64,4,11,'Defective product','Approved','2022-04-24 20:12:24.543926','Return status is Approved because ofDefective product','2023-05-19 07:12:18.859345'
65,15,11,'Received duplicate item','Approved','2021-05-02 04:19:53.057724','Return status is Approved because ofReceived duplicate item','2023-08-07 07:26:00.242896'
66,70,83,'Other','Processing','2016-02-27 15:45:33.469616','Return status is Processing because ofOther','2019-07-23 17:20:11.862181'
67,32,8,'Changed mind','Completed','2014-08-06 16:45:34.688896','Return status is Completed because ofChanged mind','2016-02-26 23:16:57.74074'
68,15,13,'Defective product','Rejected','2019-02-15 17:36:35.923375','Return status is Rejected because ofDefective product','2023-03-13 17:39:17.600769'
69,35,50,'Size/fit issue','Rejected','2023-10-03 03:43:08.779994','Return status is Rejected because ofSize/fit issue','2023-12-28 23:22:14.855056'
70,5,22,'Size/fit issue','Completed','2023-10-24 06:12:12.15427','Return status is Completed because ofSize/fit issue','2023-11-05 06:54:43.840792'
71,99,93,'Item damaged during shipping','Rejected','2017-11-11 05:54:03.035341','Return status is Rejected because ofItem damaged during shipping','2023-11-16 18:39:28.947484'
72,38,63,'Product not as described','Processing','2020-10-22 10:05:37.312316','Return status is Processing because ofProduct not as described','2021-06-25 18:46:23.338446'
73,28,66,'Other','Processing','2016-01-04 17:23:28.205032','Return status is Processing because ofOther','2023-01-14 10:11:27.579836'
74,2,23,'Incorrect item received','Rejected','2015-11-11 06:58:22.665962','Return status is Rejected because ofIncorrect item received','2021-07-05 08:40:23.4382'
75,84,78,'Received duplicate item','Rejected','2021-07-18 02:51:55.691581','Return status is Rejected because ofReceived duplicate item','2021-08-24 11:50:36.753651'
76,34,32,'Item damaged during shipping','Rejected','2020-12-22 02:09:19.794186','Return status is Rejected because ofItem damaged during shipping','2023-12-27 06:16:11.141247'
77,20,29,'Received duplicate item','Completed','2023-03-16 13:38:43.737568','Return status is Completed because ofReceived duplicate item','2024-01-10 09:09:57.448664'
78,21,86,'Received duplicate item','Rejected','2017-08-22 19:43:32.700321','Return status is Rejected because ofReceived duplicate item','2022-08-07 20:39:20.551607'
79,59,19,'Defective product','Rejected','2023-02-09 12:43:23.868049','Return status is Rejected because ofDefective product','2023-11-03 19:37:26.417787'
80,79,42,'Received duplicate item','Approved','2022-06-03 09:16:00.731802','Return status is Approved because ofReceived duplicate item','2022-09-08 09:23:29.132398'
81,2,64,'Defective product','Approved','2019-05-23 20:39:57.380902','Return status is Approved because ofDefective product','2020-10-22 19:29:53.255099'
82,23,51,'Other','Rejected','2022-04-27 23:36:20.763483','Return status is Rejected because ofOther','2022-08-24 13:54:29.390116'
83,75,86,'Other','Approved','2017-12-16 22:57:04.276955','Return status is Approved because ofOther','2018-09-26 19:16:56.058115'
84,67,21,'Size/fit issue','Processing','2014-04-23 20:49:53.353483','Return status is Processing because ofSize/fit issue','2019-12-07 18:33:11.076537'
85,50,94,'Changed mind','Approved','2020-01-13 18:42:29.403744','Return status is Approved because ofChanged mind','2022-10-14 19:01:40.32916'
86,85,5,'Other','Completed','2017-06-18 05:38:29.666914','Return status is Completed because ofOther','2018-11-10 01:07:22.54192'
87,28,29,'Incorrect item received','Completed','2015-11-20 09:47:52.498614','Return status is Completed because ofIncorrect item received','2022-10-18 06:27:22.513922'
88,33,74,'Defective product','Processing','2022-03-09 09:39:07.042583','Return status is Processing because ofDefective product','2022-04-30 02:33:27.150585'
89,64,91,'Other','Processing','2023-02-06 13:28:18.272477','Return status is Processing because ofOther','2023-12-30 08:23:07.374196'
90,18,75,'Changed mind','Processing','2021-12-27 18:32:23.870996','Return status is Processing because ofChanged mind','2022-10-02 10:11:36.951929'
91,50,60,'Other','Completed','2023-06-23 13:18:07.507115','Return status is Completed because ofOther','2023-08-01 02:09:29.823212'
92,25,2,'Product not as described','Rejected','2022-02-26 04:17:10.621074','Return status is Rejected because ofProduct not as described','2023-08-11 13:11:27.370762'
93,93,48,'Size/fit issue','Rejected','2022-08-23 06:51:02.050375','Return status is Rejected because ofSize/fit issue','2022-10-13 04:41:48.471673'
94,52,53,'Received duplicate item','Rejected','2022-10-18 11:23:33.714095','Return status is Rejected because ofReceived duplicate item','2024-01-12 05:33:47.390535'
95,94,81,'Size/fit issue','Approved','2022-09-15 11:24:17.931888','Return status is Approved because ofSize/fit issue','2023-06-22 03:33:57.724401'
96,90,10,'Product not as described','Completed','2014-11-03 22:12:43.145843','Return status is Completed because ofProduct not as described','2021-09-26 02:19:05.052764'
97,52,47,'Defective product','Rejected','2017-06-27 20:28:01.529715','Return status is Rejected because ofDefective product','2023-10-18 20:25:27.609538'
98,1,85,'Size/fit issue','Processing','2016-01-20 21:38:28.693842','Return status is Processing because ofSize/fit issue','2018-07-31 09:56:40.555174'
99,100,36,'Product not as described','Rejected','2015-06-12 14:18:44.60157','Return status is Rejected because ofProduct not as described','2020-07-28 13:36:44.245429'
