1,9,32,1,'2018-04-25 14:37:35.023319','Satisfactory performance product',false,'2020-02-29 21:04:30.35746'
2,84,48,3,'2023-10-10 22:38:49.764574','Poor quality product',false,'2023-10-22 10:33:34.047378'
3,27,15,1,'2022-06-09 13:59:21.115572','Premium quality product',false,'2023-04-27 11:27:32.710394'
4,36,54,3,'2022-05-12 12:52:18.347332','Excellent quality product',true,'2023-09-17 07:53:52.359076'
5,46,13,5,'2019-07-11 17:51:45.926325','Superior product',true,'2022-07-10 00:44:19.526757'
6,60,52,4,'2017-08-01 11:53:46.761508','Subpar construction product',true,'2022-10-09 09:42:15.224252'
7,6,99,4,'2017-12-09 16:59:00.415425','Okay build product',false,'2023-12-17 04:44:25.27138'
8,25,9,4,'2016-08-09 05:30:28.881092','Unmatched reliability product',true,'2021-01-21 20:03:19.539797'
9,75,60,2,'2021-03-29 19:24:13.563803','Superb craftsmanship product',true,'2022-06-01 07:59:00.281816'
10,97,28,4,'2016-10-29 00:11:37.786572','Highly durable product',true,'2023-02-05 22:08:57.21581'
11,24,41,2,'2020-10-04 01:09:45.531571','Low reliability product',true,'2023-10-31 09:09:06.377946'
12,76,23,4,'2018-09-17 21:45:29.58106','Low reliability product',true,'2024-01-28 18:25:26.286296'
13,20,75,3,'2015-12-20 14:58:07.172211','Low reliability product',true,'2021-04-29 11:59:17.994641'
14,74,88,1,'2020-09-05 17:34:47.697114','Outstanding performance product',true,'2021-04-25 01:58:05.265451'
15,43,45,5,'2020-12-03 02:40:31.418983','Unmatched reliability product',false,'2021-01-16 08:16:29.991438'
16,95,57,4,'2022-01-16 07:20:03.633458','Outstanding performance product',false,'2022-06-27 11:18:37.780238'
17,66,29,4,'2021-02-18 06:38:33.86239','Outstanding performance product',false,'2021-08-31 17:51:08.420733'
18,19,18,5,'2019-09-22 22:03:26.518359','Premium quality product',true,'2021-12-10 05:35:23.606225'
19,84,99,2,'2017-08-31 02:02:47.941759','Highly durable product',true,'2023-05-20 00:36:55.75469'
20,42,38,3,'2022-05-20 19:09:52.332875','Poor quality product',true,'2022-09-22 15:56:46.332251'
21,71,27,3,'2018-06-12 06:53:53.816418','Highly durable product',true,'2020-12-26 09:52:58.939229'
22,93,36,3,'2020-02-12 02:40:31.678576','Top-notch product',true,'2021-11-06 18:48:04.104519'
23,36,96,2,'2019-08-04 06:43:22.252177','Poor quality product',false,'2020-01-18 09:20:44.52822'
24,87,89,3,'2015-08-19 00:22:11.503285','Poor quality product',true,'2015-10-27 11:47:57.90827'
25,83,83,4,'2023-02-08 09:01:00.50363','Top-notch product',false,'2023-05-25 18:43:50.09472'
26,54,90,5,'2016-08-07 01:52:30.393817','Superior product',false,'2021-02-18 20:47:28.611974'
27,41,18,1,'2021-02-25 04:27:26.041105','Outstanding performance product',true,'2021-09-29 00:39:02.7502'
28,82,36,2,'2022-01-28 13:32:01.214018','Highly durable product',true,'2022-02-05 20:06:53.210702'
29,48,95,1,'2015-09-25 03:14:27.498552','Subpar construction product',true,'2019-10-06 20:09:17.320226'
30,91,32,3,'2016-09-24 06:27:36.740244','Premium quality product',true,'2020-12-07 20:57:29.185244'
31,25,31,1,'2014-09-09 12:19:38.354919','Impressive build product',true,'2015-03-04 00:47:34.321437'
32,44,16,3,'2015-02-20 12:06:46.754821','Impressive build product',false,'2024-01-21 13:26:55.630235'
33,22,23,1,'2015-06-07 21:14:51.890531','Premium quality product',false,'2018-11-03 09:07:43.876063'
34,65,95,4,'2018-05-09 00:50:08.366076','Excellent quality product',false,'2021-10-01 12:34:33.77043'
35,63,9,2,'2018-03-25 05:45:06.792373','Satisfactory performance product',true,'2020-08-16 00:01:00.41878'
36,16,52,3,'2018-04-23 09:27:47.815268','Top-notch product',true,'2019-08-31 02:17:16.679994'
37,63,43,3,'2014-10-11 01:19:35.928057','Below average product',false,'2021-08-12 00:59:07.033876'
38,64,83,4,'2019-04-10 02:03:21.097194','Average durability product',true,'2021-03-13 10:08:36.811905'
39,46,3,1,'2020-01-04 23:36:58.916889','Superb craftsmanship product',true,'2021-12-01 22:26:58.734248'
40,31,51,2,'2023-10-04 10:31:04.600113','Exceptional durability product',true,'2023-11-22 06:39:09.378123'
41,27,49,1,'2018-01-27 05:28:19.824788','Mediocre durability product',true,'2019-05-07 16:04:55.148108'
42,1,25,4,'2019-01-11 11:10:42.872689','Excellent quality product',false,'2023-05-20 21:54:07.522499'
43,96,71,1,'2018-02-01 05:03:27.282639','Top-notch product',false,'2018-06-11 04:21:42.926173'
44,42,67,1,'2020-06-30 12:32:10.209785','Impressive build product',true,'2022-10-16 07:13:53.044882'
45,45,19,3,'2019-11-01 05:12:19.320953','Impressive build product',true,'2019-12-02 06:36:22.515828'
46,8,57,5,'2023-08-12 18:40:16.948395','Unmatched reliability product',true,'2023-12-12 18:59:18.519154'
47,30,93,1,'2018-10-02 13:04:15.092401','Unmatched reliability product',true,'2021-06-18 22:29:59.409172'
48,15,59,1,'2014-03-02 03:08:20.803078','Exceptional durability product',false,'2019-01-28 16:13:11.391277'
49,48,31,2,'2018-08-16 11:38:54.78938','Outstanding performance product',true,'2019-12-21 05:18:03.757201'
50,56,19,3,'2019-06-10 03:38:38.629523','Low reliability product',false,'2021-11-07 03:30:47.03591'
51,71,60,4,'2022-04-06 02:37:08.639055','Highly durable product',true,'2023-11-12 18:42:53.258119'
52,5,95,4,'2020-09-30 19:46:41.613926','Highly durable product',false,'2023-10-20 02:50:17.113601'
53,26,77,4,'2017-04-20 00:52:11.233474','Poor quality product',false,'2023-05-23 20:06:59.856697'
54,64,63,3,'2022-06-19 05:26:48.736041','Okay build product',true,'2022-10-24 06:38:20.517824'
55,98,26,5,'2022-03-11 08:26:44.32348','Superb craftsmanship product',true,'2023-09-05 19:18:37.129407'
56,26,67,3,'2022-11-10 08:54:47.621068','Average durability product',false,'2023-03-11 00:55:50.641623'
57,99,37,5,'2023-02-05 06:11:19.573047','Low reliability product',false,'2023-07-22 22:00:37.138875'
58,54,17,1,'2014-06-26 13:16:52.986443','Average durability product',true,'2022-04-20 00:50:27.617348'
59,70,63,2,'2024-01-22 16:08:10.981803','Okay build product',false,'2024-01-25 10:26:37.724595'
60,50,18,4,'2015-11-17 17:14:55.340602','Top-notch product',false,'2022-03-24 18:05:00.197625'
61,49,53,3,'2020-03-12 18:22:39.999906','Fair product',false,'2020-11-20 04:27:45.942631'
62,79,33,2,'2018-08-29 10:14:27.189842','Top-notch product',true,'2018-12-19 21:13:00.689405'
63,17,64,1,'2016-09-12 18:12:00.759394','Low reliability product',false,'2017-07-28 17:01:16.996333'
64,43,72,3,'2022-10-16 14:39:09.823745','Low reliability product',true,'2022-11-27 09:07:12.969466'
65,48,5,1,'2017-08-26 12:21:00.256669','Decent quality product',false,'2022-10-02 08:41:45.063823'
66,42,22,4,'2017-06-08 17:16:52.8675','Outstanding performance product',false,'2018-10-13 22:41:00.761105'
67,43,15,2,'2017-02-05 09:49:21.070978','Below average product',true,'2021-03-31 00:04:37.881412'
68,15,14,2,'2017-04-14 23:49:24.365479','Poor quality product',false,'2017-06-03 01:18:00.952921'
69,31,41,3,'2016-02-07 20:47:09.447273','Superb craftsmanship product',true,'2022-01-29 07:34:09.112723'
70,30,87,4,'2014-05-14 11:59:02.229701','Poor quality product',true,'2016-08-12 11:28:39.049123'
71,90,98,1,'2016-06-20 16:29:50.968864','Highly durable product',true,'2020-08-24 13:47:19.149412'
72,18,83,5,'2018-03-20 22:23:53.548044','Superb craftsmanship product',false,'2023-01-18 05:00:29.301093'
73,96,31,1,'2019-05-19 17:11:53.391615','Impressive build product',false,'2021-04-08 07:31:44.138024'
74,16,86,4,'2021-12-21 14:12:00.029374','Decent quality product',false,'2024-01-04 14:22:21.950756'
75,23,98,3,'2015-03-22 17:42:50.627424','Outstanding performance product',false,'2016-06-06 09:32:35.331968'
76,59,4,5,'2014-09-02 21:07:45.57889','Top-notch product',false,'2019-12-26 14:28:58.740089'
77,41,85,3,'2019-12-26 02:31:10.330148','Decent quality product',true,'2021-03-13 23:17:46.712349'
78,34,67,1,'2018-11-04 08:47:01.010533','Low reliability product',true,'2021-04-28 23:14:08.816348'
79,40,7,3,'2019-12-26 09:45:48.229225','Low reliability product',true,'2021-02-26 16:23:45.488799'
80,92,47,2,'2016-11-17 10:08:39.656678','Okay build product',true,'2022-11-25 23:29:09.070517'
81,41,92,3,'2022-05-19 20:08:11.203364','Okay build product',true,'2023-11-19 17:47:18.410441'
82,3,2,3,'2015-08-08 15:17:39.704952','Unmatched reliability product',true,'2020-08-05 09:15:18.544174'
83,51,2,5,'2017-02-19 23:12:07.235142','Exceptional durability product',true,'2021-07-20 00:18:30.147825'
84,67,22,3,'2015-03-17 14:15:15.364487','Satisfactory performance product',true,'2017-09-25 08:37:54.634521'
85,24,48,1,'2019-04-26 01:13:54.002426','Subpar construction product',false,'2023-05-09 02:06:00.401599'
86,76,76,4,'2018-02-16 05:38:00.079101','Low reliability product',true,'2023-06-26 10:10:00.531665'
87,63,60,1,'2019-12-06 10:52:38.033762','Decent quality product',false,'2022-10-18 02:41:16.941143'
88,97,54,5,'2018-04-03 07:27:43.116725','Poor quality product',true,'2020-04-22 16:02:50.010144'
89,57,19,4,'2019-06-03 13:16:16.723696','Okay build product',true,'2023-09-16 13:49:39.181692'
90,91,25,4,'2016-08-04 19:12:37.277669','Excellent quality product',false,'2022-12-10 22:51:53.324251'
91,57,4,5,'2020-04-18 07:14:59.356078','Unmatched reliability product',false,'2021-02-03 02:31:07.317602'
92,61,78,3,'2024-01-29 08:49:38.204775','Superb craftsmanship product',false,'2024-02-06 23:30:14.452878'
93,36,12,3,'2021-09-09 10:47:47.45212','Outstanding performance product',true,'2022-10-03 06:55:33.019563'
94,35,52,4,'2020-04-03 02:00:23.928045','Exceptional durability product',false,'2021-01-11 20:25:21.764076'
95,51,15,5,'2020-08-22 11:41:42.614323','Premium quality product',false,'2022-02-07 14:32:20.808775'
96,90,42,4,'2017-04-20 21:13:53.302927','Superb craftsmanship product',false,'2023-08-16 21:00:46.775178'
97,26,70,3,'2016-05-30 08:58:50.258282','Okay build product',false,'2021-02-15 17:38:00.325898'
98,88,90,3,'2021-10-19 19:03:17.95426','Premium quality product',false,'2022-01-26 18:15:50.043991'
99,22,41,3,'2020-11-16 03:49:57.32454','Top-notch product',false,'2023-07-28 12:12:30.284976'
100,88,27,5,'2021-10-28 02:05:17.065027','Satisfactory performance product',false,'2023-07-07 08:13:22.700492'
